tesseract-data-afr 2:4.1.0-4
tesseract-data-osd 2:4.1.0-4
tevent 1:0.16.2-1
texinfo 7.2-1
thin-provisioning-tools 1.1.0-1
thunar 4.20.2-1
thunar-archive-plugin 0.5.3-1
thunar-volman 4.20.0-2
thunderbird 136.0.1-1
tinysparql 3.9.1-1
tldr 3.3.0-2
tmux 3.5_a-1
tpm2-tss 4.1.3-1
tre 0.9.0-1
tree 2.2.1-1
tslib 1.23-1
ttf-bitstream-vera 1.10-16
ttf-dejavu 2.37+18+g9b5d1b2f-7
ttf-inconsolata 1:3.000-4
ttf-liberation 2.1.5-2
ttf-opensans 3.003-1
tumbler 4.20.0-2
tzdata 2025b-1
uchardet 0.0.8-3
udisks2 2.10.1-5
unrar 1:7.1.6-1
unzip 6.0-22
upower 1.90.7-1
urlscan 1.0.6-2
usb_modeswitch 2.6.2-1
usbmuxd 1.1.1-4
usbutils 018-1
util-linux 2.41-2
util-linux-libs 2.41-2
v4l-utils 1.28.1-2
vagrant 2.4.3-1
vapoursynth R70-2
vi 1:070224-6
vid.stab 1.1.1-2
vim 9.1.1236-1
vim-runtime 9.1.1236-1
virtualbox 7.1.6-2
virtualbox-guest-iso 7.1.6-1
virtualbox-host-dkms 7.1.6-2
vlc 3.0.21-16
vmaf 3.0.0-1
vnstat 2.13-1
volume_key 0.3.12-10
vpnc 1:0.5.3.r539.r239-1
vte-common 0.80.0-1
vte3 0.80.0-1
vulkan-headers 1:1.4.309.0-1
vulkan-icd-loader 1.4.309.0-1
wayland 1.23.1-1
webkit2gtk-4.1 2.48.0-1
webrtc-audio-processing-1 1.3-4
welcome 25.3-1
wget 1.25.0-2
which 2.23-1
whois 5.5.23-1
wildmidi 0.4.6-1
wireplumber 0.5.8-1
wireshark-cli 4.4.5-1
woff2 1.0.2-5
words 2.1-8
wpa_supplicant 2:2.11-3
x264 3:0.164.r3108.31e19f9-2
x265 4.0-1
xapp 2.8.8-1
xarchiver 0.5.4.23-1
xbindkeys 1.8.7-5
xbitmaps 1.1.3-2
xcb-imdkit 1.0.9-1
xcb-proto 1.17.0-3
xcb-util 0.4.1-2
xcb-util-cursor 0.1.5-1
xcb-util-image 0.4.1-3
xcb-util-keysyms 0.4.1-5
xcb-util-renderutil 0.3.10-2
xcb-util-wm 0.4.2-2
xcb-util-xrm 1.3-3
xclip 0.13-6
xcompmgr 1.1.10-2
xcur2png 0.7.1-8
xdg-dbus-proxy 0.1.6-1
xdg-user-dirs 0.18-2
xdg-user-dirs-gtk 0.14-1
xdg-utils 1.2.1-1
xdotool 3.20211022.1-2
xed 3.8.2-1
xf86-input-libinput 1.5.0-1
xf86-video-amdgpu 23.0.0-2
xf86-video-ati 1:22.0.0-2
xfce4-terminal 1.1.4-1
xfconf 4.20.0-2
xfsprogs 6.13.0-1
xkeyboard-config 2.44-1
xl2tpd 1.3.18-2
xmlsec 1.3.7-1
xorg-fonts-encodings 1.1.0-1
xorg-server 21.1.16-1
xorg-server-common 21.1.16-1
xorg-setxkbmap 1.3.4-2
xorg-xauth 1.1.4-1
xorg-xbacklight 1.2.4-1
xorg-xdpyinfo 1.3.4-2
xorg-xinit 1.4.4-1
xorg-xinput 1.6.4-2
xorg-xkbcomp 1.4.7-1
xorg-xkill 1.0.6-2
xorg-xmodmap 1.0.11-2
xorg-xprop 1.2.8-1
xorg-xrandr 1.5.3-1
xorg-xrdb 1.2.2-2
xorg-xset 1.2.5-2
xorgproto 2024.1-2
xss-lock 0.3.0.r30.gac39fdc-1
xterm 397-2
xvidcore 1.3.7-3
xxhash 0.8.3-1
xz 5.6.4-1
yad 14.1-2.1
yajl 2.1.0-6
yaml-language-server 1.17.0-2
yamllint 1.37.0-1
yapf 0.40.2-3
yarn 1.22.22-2
yay 12.4.2-1
zathura 0.5.11-1
zathura-pdf-mupdf 0.4.4-13
zathura-ps 0.2.8-5
zbar 0.23.93-4
zeromq 4.3.5-2
zimg 3.0.5-1
zip 3.0-11
zix 0.6.2-1
zlib 1:1.3.1-2
zlib-ng 2.2.4-1
zstd 1.5.7-2
zvbi 0.2.44-1
zxing-cpp 2.3.0-4
